category,subcategory,level,answer,pred,response
Phonetics/Phonology,Phonological Alternation,2,B,,[EMPTY_RESPONSE]
Phonetics/Phonology,Phonological Alternation,2,B,,[EMPTY_RESPONSE]
Syntax,Embedded Clauses,2,F,,[EMPTY_RESPONSE]
Syntax,Scrambling,2,B,B,"### Reasoning:
The word ""황량한"" (desolate) is an adjective and should modify a noun. The most natural noun to modify in the sentence is ""공원"" (park), making ""황량한 공원에서"" (in the desolate park). This fits at position (5), where ""공원에서"" resides. Other positions either create awkward phrasing (e.g., modifying ""책"" or ""수업"") or are grammatically incorrect. Options B and E both point to position (5), but B is the first valid choice.

### ANSWER
B"
Syntax,Ellipsis,2,A,A,"### Reasoning
The sentence describes reading a book with multiple manner adverbs. Removing most adverbs (e.g., 조용히, 혼자서, 천천히, 등) would make the sentence less descriptive but still grammatically correct and meaningful. However, omitting **책을 (A)**, the object of the verb 읽었다, leaves ""새로운"" (an adjective) without a noun to modify, resulting in an ungrammatical and awkward structure: ""... 재미있게 새로운 진지하게 읽었다"". The verb 읽다 requires an object, and its absence disrupts core syntax. Other options like the verb 읽었다 (E) are also essential, but the question focuses on modifiers; **책을** is the critical noun object whose removal causes immediate structural awkwardness.

### ANSWER
A"
Syntax,Embedded Clauses,2,B,,[EMPTY_RESPONSE]
Syntax,Embedded Clauses,2,H,E,"### 분석
문제는 ""안긴 문장이 없는 것""을 찾는 것으로, 자연스럽지 않거나 문법적으로 어색한 문장을 식별해야 합니다. 각 옵션을 검토하면 **E: 나는 손가락이 가늘다**는 주어(""나는"")와 서술어의 주어(""손가락"")가 일치하지 않아 문법적으로 부자연스러우며, 일반적으로 ""내 손가락은 가늘다""로 표현해야 합니다. 다른 모든 문장은 구조상 자연스럽습니다.

### ANSWER
E"
Syntax,Argument Structure & Valency,2,G,G,"### 문제 분석:  
문제는 꺽쇠 안의 단어가 **필수적 부사어가 아닌** 것을 찾는 것입니다. 필수적 부사어는 문장이 의미를 완성하기 위해 꼭 필요한 부사어입니다. 각 선택지에서 꺽쇠 안의 단어가 생략 시 문장이 의미가 불완전하거나 문법적으로 잘못되는지 확인해야 합니다.

### 각 선택지 검토:  
- **A, B, C, D, E, H, I, J**: 꺽쇠 안의 단어가 생략 시 문장이 의미가 불완전하거나 문법적으로 오류가 발생합니다 (예: 비교 대상, 목적어, 시간/장소 등 필수 정보).  
- **F**: `<예쁘게>`는 ""생겼다""의 방식(부사)을 나타내기 위해 필수적입니다. 생략 시 ""그 애는 참 생겼다""는 문법적으로 잘못됩니다.  
- **G**: `<그와>`는 ""걸었다""의 동작 참여자를 나타내지만, 생략 시 **""나는 쉬는 시간에 걸었다""**도 완전한 문장입니다 (단독으로 걷는 의미). 따라서 `<그와>`는 **필수적이 아닌 부사어**입니다.

### 결론:  
정답은 **G**입니다. 다른 모든 선택지의 꺽쇠 단어는 필수적이지만, G의 `<그와>`는 선택적 부사어입니다.

### ANSWER  
G"
Semantics,Inter-sentence Relations,2,G,F,"지문에 따르면 지영이는 점심시간 후 본관 3층의 과학실로 가는 중에 지민이와 만났다. 이 상황에서 ""수업 시작 예비종이 쳤고, 둘은 본관 3층의 과학실까지 계단을 부리나케 뛰어올라가던 중""이라는 문장은 지영이가 점심시간 후 과학 수업을 가야 한다는 것을 직접적으로 나타낸다. 따라서 지영이는 점심시간 후 과학 수업이 있다고 판단할 수 있다. 다른 선택지는 지문에서 명시적으로 확인되지 않거나 추정에 의존하는 내용이다.

### ANSWER
F"
Semantics,Inter-sentence Relations,3,H,D,"### Reasoning
- **(ㄱ)**: The context requires a phrase meaning ""What are you about to ask me to do?"" ""시키겠는데"" (I will ask you) fits naturally as Subin responds to Yeongjin’s inquiry about timing.  
- **(ㄴ)**: ""저번에 나도 너한테 신세를 고치도록"" translates to ""I also had to fix a favor for you,"" which logically connects Subin’s past obligation.  
- **(ㄷ)**: ""일단 들어볼게"" means ""Anyway, I’ll tell you,"" appropriately introducing Subin’s next statement.  
Option D matches all three blanks correctly, while others have mismatches in meaning or grammar.

### ANSWER
D"
Semantics,Rhetorical Expressions,3,A,C,"The sentence describes a critical situation where failing to release the prototype within the month results in losing government funding. The blank should express urgency, desperation, or high stakes. Option C (""빠른 포기가 권장되는"") suggests ""rapid giving up is recommended,"" which contradicts the need to act urgently to avoid losing funding. All other options convey appropriate urgency or desperation (e.g., perseverance, extreme stress, precarious conditions), making C the most unsuitable choice.

### ANSWER
C"
Semantics,Rhetorical Expressions,3,F,H,"지문은 재무 분석 없이 시장 이슈에만 의존하는 투자 현상이 주식 시장에 퍼지고 있다고 설명한다. 이 상황은 투자자가 지식이나 분석 없이 단순히 트렌드에 맞춰 투자하는 '무지성' 행동을 의미하며, 다른 옵션들은 정확히 맞지 않는다.  

### ANSWER  
H"
Semantics,Rhetorical Expressions,3,G,H,"지문에서 '가로등이 위태로이 길을 인도하고 있었다'와 같은 표현은 무생물인 가로등에 인간의 행위(인도하기)를 부여하여 독자가 공감을 느낄 수 있게 한다. 이는 비인격적 대상에 인간적 속성을 암시적으로 부여한 예이며, 공감을 유도하는 효과를 설명한다.  

### ANSWER  
H"
Syntax,Argument Structure & Valency,3,A,I,"### Reasoning
The question asks which option uses the bracketed word as a **necessary adverbial** (필수적 부사어). A necessary adverbial is one that fundamentally alters or clarifies the meaning of the sentence; without it, the sentence would either become ungrammatical or lose critical context.  
- **Option I** (""프로그램을 <무단으로> 복제하면 법에 저촉될 수 있다"") uses ""무단으로"" (without permission) as a mandatory adverbial. Removing it changes the meaning: ""프로그램을 복제하면 법에 저촉될 수 있다"" implies *any* replication may be illegal, which is inaccurate. ""무단으로"" specifies *unauthorized* replication, which is essential for the legal context.  
- Other options (e.g., A, B, C, D, E, F, G, H, J) either use noun phrases, optional adverbs, or modifiers that do not alter the core meaning if removed. Only **I** requires the bracketed word to convey the intended, precise meaning.

### ANSWER
I"
Pragmatics,Discourse Principles,3,C,J,"문제에서 요구하는 것은 을이가 자신의 태도를 드러내기 위해 대화의 진실성을 의도적으로 지키지 않는 사례를 찾는 것입니다. 각 옵션을 분석해 보면, **J** 옵션에서 갑이 ""저 민수인데 기억하세요?""라고 했을 때 을이 ""민수라는 이름이 어디 한둘이어야지""라고 답합니다. '민수'는 한국에서 매우 흔한 이름이므로 이 발언은 사실적 진실성(진실성)을 의도적으로 무시한 것입니다. 을이는 이 거짓말을 통해 그 사람을 기억하지 못함을 인정하지 않고, 대화를 피하거나 무시하는 자신의 태도를 드러내고 있습니다. 다른 옵션들은 주로 간접적 표현이나 사소한 반말이지만, 진실성을 의도적으로 깨는 의도는 없습니다.

### ANSWER
J"
Pragmatics,Speech Acts,3,F,H,"### 분석  
주어진 문장 '이제 그만 나가 주셔야겠습니다.'는 **간접적인 지시 기능**(예: 누군가 나가도록 요청하는 간접적 권유/명령)을 수행합니다. 문제는 이와 **동일한 유형의 행위적 기능**을 간접적으로 수행하는 예 중 **가장 옳지 않은** 선택지를 찾는 것입니다.  

- **A, B, C, D, E, F, G, I, J**는 모두 간접적 지시(권유, 제안, 금지, 요청 등)를 포함합니다. 예를 들어, A는 ""손을 씻어야 한다""는 권유, D는 ""빨리 가라""는 요청, J는 ""책을 집어넣으라""는 지시로, 모두 원문의 간접적 지시 기능과 유사합니다.  
- **H(""교실 너희가 전세냈어?"")**는 **정보 확인을 위한 질문**에 불과하며, 어떤 지시나 권유도 포함하지 않습니다. 이는 원문의 간접적 지시 기능과 전혀 다른 유형입니다.  

따라서 H가 가장 옳지 않은 예입니다.  

### ANSWER  
H"
Syntax,Embedded Clauses,3,J,A,"서술절은 명사를 수식하는 절로, 일반적으로 상위 명사 앞에 배치된다. 옵션 A에서 ""허리띠를 졸라맨""은 ""종업원""을 수식하는 서술절로, 동사 ""졸라매다""의 관형화 형태이다. 다른 옵션들은 명사절이나 단순 주절이며 수식절 구조가 아니다.  

### ANSWER
A"
Syntax,Embedded Clauses,3,G,,[EMPTY_RESPONSE]
Pragmatics,Speech Acts,3,C,,[EMPTY_RESPONSE]
Pragmatics,Speech Acts,3,E,F,"### 추론
문제는 발화 의도(일로쿠티브 의도)와 문장 유형이 일치하지 않게 **간접적으로** 기능을 수행하는 예 중 **알맞지 않은** 것을 찾는 것입니다. 간접 발화 행위는 문장의 문자적 의미와 발화 의도가 다를 때 발생합니다.  
- **F 옵션**(""전원 물품 지참하여 당장 집합한다"")은 직설적인 명령문으로, 발화 의도(명령)와 문장 유형(명령형)이 **직접 일치**합니다. 간접적 기능 수행이 아니므로 예외입니다.  
- 다른 옵션(A~E, G~J)은 질문, 의도적 제안, 정중한 요청 등 **간접적 구조**를 통해 의도를 전달합니다(F 제외).

### ANSWER
F"
Pragmatics,Speech Acts,3,E,I,"### 생각 과정
문제는 화자의 의도를 **질문**으로 분류할 때 예문 '할머니 이제 가신다는데 뭐 하니?'와 구조가 유사한 옵션을 찾는 것입니다. 예문은 **현재 행동에 대한 직접적인 질문**으로, 끝부분 '하니?'가 **구어체 질문 어미**입니다. 이와 유사한 질문 어미를 가진 옵션을 찾아야 합니다.  
- 옵션 **I**('그 애가 올 턱이 있겠니?')도 '**~니**' 질문 어미를 사용하며, 예문과 유사한 구어체 질문 구조를 가집니다.  
- 다른 질문 옵션(B, C, G)은 공식적 또는 다른 어미(가요?, 지요?, 했지?)를 사용해 예문과 구조적 유사도가 낮습니다.  

### ANSWER
I"
Syntax,Embedded Clauses,3,E,C,"### 분석  
문제는 ""안은 문장이 아닌 문장""을 찾는 것이므로 문법적 오류나 구조적 결함이 있는 문장을 식별해야 한다.  
- **C 옵션**: ""금이 간 맥주병으로는 술을 마시지 마라""에서 ""금이 간""은 의미가 불명확하다. ""금""은 보통 '금속'을 의미하며, 맥주병이 녹슨 것을 표현하려면 ""녹이 간""이나 ""녹슨""이 적절하다. 이로 보아 이 문장은 문법적으로 잘못된 표현으로 안 된 문장이다.  
- 다른 옵션들은 모두 주어-서술어 구조가 완전하고 의미가 통한 문장이다.  

### ANSWER  
C"
Syntax,Embedded Clauses,3,H,E,"### 분석:  
문제는 ""안은 문장이 아닌 것""을 찾는 것이므로 문법적 또는 구조적 오류가 있는 문장을 식별해야 합니다. 각 옵션을 검토하면, **E 옵션**의 ""데이도록""은 잘못된 표현입니다. ""데이""는 ""데여서""의 오타로, ""혀가 데이도록 뜨겁다""는 문법적으로 부적절한 구조를 가집니다. 다른 모든 옵션은 문법적으로 올바른 문장입니다.  

### ANSWER  
E"
Syntax,Embedded Clauses,3,D,,[EMPTY_RESPONSE]
Syntax,Embedded Clauses,3,G,G,"### ANSWER
G

**Reasoning:**  
- Option G (""아주버니는 사람 보는 안목이 대단하시다"") contains a clear grammatical error: the verb ""보다"" requires an object particle """
Syntax,Embedded Clauses,3,A,,[EMPTY_RESPONSE]
Syntax,Argument Structure & Valency,3,A,J,"문제에서 요구하는 것은 꺽쇠 안의 서술어가 세 자리 수의 숫자를 요구하는 문장이다. 각 문장의 서술어(동사)를 분석해 보자.  
- **B**: ""맞먹는다""는 보통 작은 배수(예: 3배, 10배)를 사용하므로 세 자리 수는 비현실적이다.  
- **C**: ""확보되었다""는 예산 금액을 나타낼 때 ""몇 백만"" 형태를 사용할 수 있지만, 서술어 자체가 세 자리 수를 요구하지는 않는다.  
- **J**: ""급제했단다""는 과거 시험 합격자 수를 나타낼 때 ""X명"" 형태를 사용하며, 역사적 맥락에서 합격자 수가 세 자리 수(예: 100명)인 경우가 일반적이다. 서술어 ""급제하다""는 자연스럽게 세 자리 수의 숫자를 요구한다.  

다른 옵션들은 세 자리 수를 요구하지 않으므로 **J**가 정답이다.  

### ANSWER
J"
Syntax,Argument Structure & Valency,3,J,,[EMPTY_RESPONSE]
Pragmatics,Discourse Principles,3,E,A,"문제는 '나이가 어떻게 되나?'에 대한 대답 중 질문과 관련성이 없는 사례를 찾는 것입니다. 각 옵션을 분석해 보겠습니다:  
- **A**: '먹을 만큼 먹었지'는 '먹기'에 대한 대답으로 나이와 전혀 관련이 없습니다.  
- **B, C, D, E, F, G, H, I, J**는 모두 나이 또는 나이와 관련된 표현(예: 돌, 환갑, 생년월일 등)을 포함하고 있습니다.  

A 옵션만이 질문 주제인 '나이'와 전혀 관련이 없는 것이 명확합니다.  

### ANSWER
A"
Syntax,Argument Structure & Valency,3,I,,[EMPTY_RESPONSE]
Syntax,Argument Structure & Valency,3,E,G,"### 추론:  
문제는 꺽쇠 안의 서술어가 요구하는 자릿수가 두 자리인 문장을 찾는 것입니다. 각 옵션에서 서술어와 관련된 수치를 확인하면, **G 옵션**의 ""자정""은 12시를 의미하며, 이는 두 자리 수입니다. 다른 옵션에서는 단일 자리 수(예: 4시, 7시, 5명 등) 또는 수치가 전혀 없으므로 G가 유일한 정답입니다.  

### ANSWER  
G"
Syntax,Argument Structure & Valency,3,F,,[EMPTY_RESPONSE]
Syntax,Argument Structure & Valency,3,I,D,"문제에서 꺽쇠 안의 서술어가 요구하는 자릿수가 한 자리인 것을 찾아야 한다. 각 옵션의 꺽쇠 안 서술어 주변을 살펴보면, D 옵션에서 ""장만하자""는 ""에어컨 한 대""라는 목적어와 사용되며, 여기서 ""한""은 한 자리 수(1)이다. 다른 옵션들은 숫자 자릿수와 관련이 없거나 자릿수가 한 자리가 아니다(H 옵션은 100mg으로 세 자리). 따라서 D가 정답이다.

### ANSWER
D"
